0 0.033203 0.047627 0.066206 0.095053 1.000000 0.115837 0.006293
0 0.083234 0.027544 0.051082 0.052484 1.000000 0.073239 0.002681
0 0.097006 0.079227 0.073218 0.054888 1.000000 0.091507 0.004019
0 0.013021 0.113983 0.025841 0.035858 1.000000 0.044199 0.000927
0 0.014423 0.159106 0.028646 0.040966 1.000000 0.049988 0.001174
0 0.051383 0.180440 0.064704 0.048979 1.000000 0.081151 0.003169
0 0.025791 0.212992 0.051383 0.064403 1.000000 0.082389 0.003309
0 0.066307 0.216348 0.036258 0.047076 1.000000 0.059420 0.001707
0 0.060948 0.236680 0.033754 0.017027 1.000000 0.037806 0.000575
0 0.090095 0.123348 0.030950 0.040966 1.000000 0.051343 0.001268
0 0.125251 0.134316 0.040966 0.067308 1.000000 0.078795 0.002757
0 0.117739 0.203627 0.079227 0.083134 1.000000 0.114840 0.006586
0 0.178337 0.220855 0.083835 0.048678 1.000000 0.096942 0.004081
0 0.188503 0.153897 0.074921 0.095253 1.000000 0.121187 0.007136
0 0.120293 0.025791 0.033053 0.026943 1.000000 0.042643 0.000891
0 0.170274 0.053085 0.102164 0.105970 1.000000 0.147198 0.010826
0 0.226113 0.012520 0.070614 0.024840 1.000000 0.074855 0.001754
0 0.229269 0.057693 0.035457 0.061299 1.000000 0.070815 0.002173
0 0.233526 0.094201 0.045773 0.035156 1.000000 0.057716 0.001609
0 0.288514 0.030299 0.076824 0.060397 1.000000 0.097722 0.004640
0 0.289716 0.089193 0.074420 0.051783 1.000000 0.090663 0.003854
0 0.301885 0.179488 0.050080 0.130610 1.000000 0.139882 0.006541
0 0.244643 0.153497 0.074420 0.101663 1.000000 0.125991 0.007566
0 0.224461 0.221406 0.042468 0.047576 1.000000 0.063774 0.002020
0 0.146285 0.122196 0.031150 0.051883 1.000000 0.060516 0.001616
0 0.077725 0.138372 0.051683 0.078626 1.000000 0.094092 0.004064
0 0.252105 0.215496 0.035056 0.033954 1.000000 0.048804 0.001190
