0 0.133021 0.166946 0.052603 0.032237 1.000000 0.061695 0.001696
0 0.127726 0.134418 0.044340 0.039336 1.000000 0.059274 0.001744
0 0.162232 0.134185 0.026301 0.027000 1.000000 0.037693 0.000710
0 0.196913 0.108116 0.025371 0.024207 1.000000 0.035066 0.000614
0 0.195924 0.126271 0.022228 0.016991 1.000000 0.027978 0.000378
0 0.284721 0.207795 0.133719 0.234038 1.000000 0.269545 0.031295
0 0.338605 0.438807 0.024323 0.060866 1.000000 0.065546 0.001480
0 0.144543 0.080418 0.040267 0.040267 1.000000 0.056946 0.001621
0 0.179631 0.075413 0.039918 0.033983 1.000000 0.052424 0.001357
0 0.262318 0.067500 0.051905 0.057259 1.000000 0.077283 0.002972
0 0.220073 0.072213 0.014431 0.013849 1.000000 0.020001 0.000200
0 0.106545 0.088157 0.045272 0.048763 1.000000 0.066538 0.002208
0 0.206515 0.166422 0.026418 0.027931 1.000000 0.038445 0.000738
0 0.189232 0.197612 0.036543 0.030491 1.000000 0.047593 0.001114
0 0.140295 0.186206 0.018504 0.009776 1.000000 0.020928 0.000181
0 0.113121 0.186555 0.033284 0.023043 1.000000 0.040483 0.000767
0 0.084666 0.170030 0.037358 0.052138 1.000000 0.064140 0.001948
0 0.054291 0.187778 0.043410 0.042478 1.000000 0.060736 0.001844
0 0.096595 0.220247 0.063310 0.046901 1.000000 0.078790 0.002969
0 0.155250 0.208726 0.054698 0.024556 1.000000 0.059957 0.001343
0 0.164851 0.238461 0.046202 0.041897 1.000000 0.062370 0.001936
0 0.130112 0.230896 0.023974 0.020483 1.000000 0.031533 0.000491
0 0.208551 0.225834 0.031189 0.044340 1.000000 0.054211 0.001383
0 0.192666 0.283441 0.087401 0.040616 1.000000 0.096377 0.003550
0 0.112946 0.314747 0.113004 0.081116 1.000000 0.139103 0.009166
0 0.280881 0.363161 0.021064 0.015711 1.000000 0.026278 0.000331
0 0.202907 0.354548 0.031772 0.038056 1.000000 0.049575 0.001209
0 0.181958 0.370726 0.047832 0.027582 1.000000 0.055215 0.001319
0 0.146172 0.358098 0.027698 0.025138 1.000000 0.037405 0.000696
0 0.201801 0.317424 0.025138 0.033634 1.000000 0.041990 0.000845
0 0.217221 0.332029 0.019435 0.019552 1.000000 0.027568 0.000380
0 0.115332 0.265693 0.018155 0.018854 1.000000 0.026174 0.000342
0 0.137967 0.266275 0.024556 0.018854 1.000000 0.030959 0.000463
0 0.043759 0.232933 0.036776 0.047133 1.000000 0.059783 0.001733
0 0.058422 0.343027 0.063543 0.038987 1.000000 0.074550 0.002477
0 0.067151 0.383178 0.040267 0.046202 1.000000 0.061287 0.001860
0 0.108698 0.377475 0.032121 0.035496 1.000000 0.047871 0.001140
0 0.156995 0.397609 0.023043 0.036194 1.000000 0.042907 0.000834
0 0.213614 0.404708 0.055047 0.039685 1.000000 0.067861 0.002185
0 0.262842 0.426878 0.047134 0.068198 1.000000 0.082901 0.003214
0 0.243639 0.382363 0.018272 0.020832 1.000000 0.027710 0.000381
0 0.264413 0.381432 0.030259 0.032702 1.000000 0.044554 0.000990
0 0.208260 0.433628 0.029909 0.027000 1.000000 0.040294 0.000808
0 0.229790 0.447943 0.020832 0.039336 1.000000 0.044512 0.000819
0 0.205700 0.458068 0.031772 0.022345 1.000000 0.038842 0.000710
0 0.168633 0.439273 0.048647 0.054116 1.000000 0.072767 0.002633
0 0.124642 0.426238 0.056327 0.076461 1.000000 0.094969 0.004307
0 0.097700 0.390742 0.024556 0.031771 1.000000 0.040155 0.000780
0 0.121791 0.363975 0.019202 0.019901 1.000000 0.027655 0.000382
0 0.080243 0.436305 0.024323 0.018621 1.000000 0.030633 0.000453
0 0.044108 0.446837 0.024207 0.020832 1.000000 0.031936 0.000504
0 0.029793 0.417102 0.057258 0.101017 1.000000 0.116116 0.005784
0 0.085306 0.268021 0.020483 0.021647 1.000000 0.029801 0.000443
0 0.103170 0.263133 0.016642 0.025138 1.000000 0.030147 0.000418
0 0.073028 0.243639 0.014082 0.015013 1.000000 0.020584 0.000211
0 0.019726 0.187952 0.037125 0.050974 1.000000 0.063060 0.001892
0 0.027756 0.213148 0.021064 0.020134 1.000000 0.029139 0.000424
0 0.054756 0.262842 0.010358 0.013151 1.000000 0.016740 0.000136
0 0.032586 0.056502 0.062845 0.110676 1.000000 0.127274 0.006955
0 0.042478 0.081000 0.022345 0.020716 1.000000 0.030470 0.000463
0 0.045970 0.140295 0.024905 0.028047 1.000000 0.037509 0.000699
0 0.022985 0.153853 0.024789 0.019086 1.000000 0.031285 0.000473
0 0.071573 0.095198 0.027000 0.035147 1.000000 0.044320 0.000949
0 0.043002 0.116263 0.037125 0.023974 1.000000 0.044193 0.000890
0 0.040151 0.099737 0.015828 0.009776 1.000000 0.018603 0.000155
0 0.016526 0.101017 0.016991 0.015362 1.000000 0.022906 0.000261
0 0.028222 0.132148 0.015711 0.015478 1.000000 0.022055 0.000243
0 0.081233 0.136396 0.047483 0.040267 1.000000 0.062258 0.001912
0 0.156530 0.109804 0.013267 0.016642 1.000000 0.021283 0.000221
0 0.320100 0.088448 0.062263 0.073319 1.000000 0.096189 0.004565
0 0.292053 0.342562 0.066685 0.038754 1.000000 0.077128 0.002584
0 0.319344 0.390219 0.065172 0.058422 1.000000 0.087525 0.003808
0 0.299618 0.444626 0.030840 0.045970 1.000000 0.055356 0.001418
0 0.085422 0.415880 0.022345 0.027582 1.000000 0.035497 0.000616
0 0.013966 0.238053 0.020483 0.019668 1.000000 0.028397 0.000403
0 0.052487 0.101657 0.009543 0.015944 1.000000 0.018582 0.000152
0 0.120685 0.109920 0.014896 0.011987 1.000000 0.019121 0.000179
0 0.131857 0.102821 0.012104 0.012453 1.000000 0.017366 0.000151
0 0.140353 0.109862 0.011871 0.017922 1.000000 0.021497 0.000213
0 0.057898 0.064940 0.021996 0.026069 1.000000 0.034109 0.000573
0 0.326443 0.019494 0.013267 0.013616 1.000000 0.019011 0.000181
0 0.183064 0.015246 0.007681 0.013966 1.000000 0.015938 0.000107
0 0.092347 0.252717 0.009659 0.009427 1.000000 0.013497 0.000091
0 0.151933 0.372937 0.011987 0.011987 1.000000 0.016952 0.000144
